Gene	cluster
CRB1	Cluster_15
WSB1	Cluster_15
ASAP1	Cluster_15
SFPQ	Cluster_15
PTPRK	Cluster_15
KHDRBS3	Cluster_15
ARAP2	Cluster_15
CTNNA3	Cluster_15
RICTOR	Cluster_15
BAZ2B	Cluster_15
DENND5A	Cluster_15
ST5	Cluster_15
ATM	Cluster_15
KLF12	Cluster_15
PRUNE2	Cluster_15
RNF150	Cluster_15
LPGAT1	Cluster_15
TNKS	Cluster_15
PSD3	Cluster_15
PHACTR3	Cluster_15
SCN1A	Cluster_15
BPTF	Cluster_15
CPEB4	Cluster_15
SIPA1L3	Cluster_15
GAB2	Cluster_15
FOXN3	Cluster_15
HNRNPA2B1	Cluster_15
TRIM2	Cluster_15
CAMSAP2	Cluster_15
SMARCC1	Cluster_15
CLIP2	Cluster_15
PDE8A	Cluster_15
DLG1	Cluster_15
PTBP2	Cluster_15
PLCL1	Cluster_15
C1orf21	Cluster_15
MAP4K4	Cluster_15
KIAA1211	Cluster_15
PLXDC2	Cluster_15
FRYL	Cluster_15
HECTD1	Cluster_15
MAN2A1	Cluster_15
RNF130	Cluster_15
HDAC4	Cluster_15
MYO5A	Cluster_15
LCOR	Cluster_15
SEPT7	Cluster_15
DNAJC6	Cluster_15
PKP4	Cluster_15
SLC24A2	Cluster_15
SLC27A6	Cluster_16
FBN2	Cluster_16
NXPH2	Cluster_16
GRIK1	Cluster_16
NXPH1	Cluster_16
KIF26B	Cluster_16
GRIK3	Cluster_16
SGCZ	Cluster_16
KIAA1217	Cluster_16
C20orf100	Cluster_16
CMTM8	Cluster_16
SPOCK3	Cluster_16
ZNF385D	Cluster_16
SOX6	Cluster_16
TIAM1	Cluster_16
THSD7A	Cluster_16
SLC24A3	Cluster_16
NETO2	Cluster_16
KCNIP1	Cluster_16
FSTL5	Cluster_16
TMEM132C	Cluster_16
LRP8	Cluster_16
TENM1	Cluster_16
SYNPR	Cluster_16
TENM3	Cluster_16
RP5-972B16.2	Cluster_16
PCSK5	Cluster_16
COL25A1	Cluster_16
STXBP6	Cluster_16
BCL11A	Cluster_16
PTPRM	Cluster_16
GRIP2	Cluster_16
TMEFF2	Cluster_16
VAV2	Cluster_16
MPPED1	Cluster_16
FAM135B	Cluster_16
LHFPL3	Cluster_16
PTCHD4	Cluster_16
MAN1A1	Cluster_16
PIP5K1B	Cluster_16
SNRPN	Cluster_16
TMTC1	Cluster_16
ZNF608	Cluster_16
RUNX1T1	Cluster_16
ADAMTS19	Cluster_16
CUX2	Cluster_16
BCL11B	Cluster_16
MYRIP	Cluster_16
MARCH4	Cluster_16
CDH9	Cluster_16
GRIN3A	Cluster_16
RASGRF2	Cluster_16
PCDH11X	Cluster_16
WLS	Cluster_16
HCN1	Cluster_16
CDH8	Cluster_16
KLF12	Cluster_16
TMTC2	Cluster_16
PACRG	Cluster_16
VWC2	Cluster_16
PLCH1	Cluster_16
SMARCA2	Cluster_16
FAM78B	Cluster_16
KCNAB1	Cluster_16
TSHZ3	Cluster_16
DSCAML1	Cluster_16
ST6GALNAC3	Cluster_16
SETBP1	Cluster_16
ZBTB20	Cluster_16
RPH3A	Cluster_16
SLC8A3	Cluster_16
TCF12	Cluster_16
ADCY8	Cluster_16
SHTN1	Cluster_16
SH3PXD2A	Cluster_16
CACNG8	Cluster_16
NCOA2	Cluster_16
GPC6	Cluster_16
OSBPL3	Cluster_16
GAD1	Cluster_16
SFMBT2	Cluster_16
ELAVL2	Cluster_16
MAP3K5	Cluster_16
NOS1AP	Cluster_16
PTPRO	Cluster_16
DPYSL5	Cluster_16
REPS2	Cluster_16
AAK1	Cluster_16
RAB3C	Cluster_16
CACNG3	Cluster_16
SIPA1L3	Cluster_16
VSTM2A	Cluster_16
ANTXR1	Cluster_16
RANBP17	Cluster_16
KIAA1324	Cluster_16
LRRN2	Cluster_16
CACNG2	Cluster_16
SCAMP5	Cluster_16
TRERF1	Cluster_16
PHKB	Cluster_16
GARNL3	Cluster_16
KCNT1	Cluster_16
ZNF536	Cluster_16
RCAN2	Cluster_16
ANO4	Cluster_16
ATG5	Cluster_16
PCDH11Y	Cluster_16
SGSM1	Cluster_16
TUSC3	Cluster_16
TRANK1	Cluster_16
MICU3	Cluster_16
NETO1	Cluster_16
MAST4	Cluster_16
NLGN4Y	Cluster_16
SOS2	Cluster_16
AGPAT4	Cluster_16
C11orf58	Cluster_16
SLC24A2	Cluster_16
ZEB2	Cluster_16
PTPRJ	Cluster_16
TCF20	Cluster_16
RAPGEF4	Cluster_16
CTTNBP2	Cluster_16
GLCE	Cluster_16
INPP4B	Cluster_16
MLLT3	Cluster_16
PDE1C	Cluster_16
DAPK1	Cluster_16
TRIM2	Cluster_16
MPP6	Cluster_16
ELMOD1	Cluster_16
SYT16	Cluster_16
LRRTM3	Cluster_16
ZNF804B	Cluster_16
RP11-701H24.9	Cluster_16
ZNF385B	Cluster_16
SCN1A	Cluster_16
KIT	Cluster_17
ROR2	Cluster_17
EYA4	Cluster_17
FGF13	Cluster_17
PRELID2	Cluster_17
SOX13	Cluster_17
KIRREL	Cluster_17
C20orf100	Cluster_17
ALK	Cluster_17
ADARB2	Cluster_17
MYO16	Cluster_17
BCL11B	Cluster_17
NRIP3	Cluster_17
FBXL7	Cluster_17
RP11-2E17.1	Cluster_17
GRIP2	Cluster_17
SGCZ	Cluster_17
KCNIP1	Cluster_17
KCNAB1	Cluster_17
SLC6A1	Cluster_17
FSTL5	Cluster_17
ZNF536	Cluster_17
GRIK1	Cluster_17
ADAMTSL3	Cluster_17
SLC25A48	Cluster_17
EGFR	Cluster_17
DGKD	Cluster_17
PTCHD4	Cluster_17
DSCAML1	Cluster_17
MTSS1	Cluster_17
PID1	Cluster_17
NTNG1	Cluster_17
GAD2	Cluster_17
DOCK10	Cluster_17
DNER	Cluster_17
NXPH1	Cluster_17
FREM1	Cluster_17
CNTNAP4	Cluster_17
FRY	Cluster_17
WWP1	Cluster_17
KIAA1211	Cluster_17
SPHKAP	Cluster_17
RAB3C	Cluster_17
PIP5K1B	Cluster_17
LUZP2	Cluster_17
TMTC2	Cluster_17
RPH3A	Cluster_17
VWC2	Cluster_17
PTPRM	Cluster_17
EEPD1	Cluster_17
ADRBK2	Cluster_17
MPPED1	Cluster_17
TOX3	Cluster_17
HOMER2	Cluster_17
CHST11	Cluster_17
GAD1	Cluster_17
SH3RF3	Cluster_17
RP11-58C22.1	Cluster_17
ENTPD3	Cluster_17
GRIN3A	Cluster_17
HPSE2	Cluster_17
SLC35F4	Cluster_17
SGK1	Cluster_17
KCNC2	Cluster_17
ABCC1	Cluster_17
PLCXD3	Cluster_17
RBMS3	Cluster_17
EXT1	Cluster_17
FAM110B	Cluster_17
SLC35F1	Cluster_17
RIMBP2	Cluster_17
GABRB2	Cluster_17
PDZRN3	Cluster_17
KIAA1324L	Cluster_17
ANKH	Cluster_17
ZMAT4	Cluster_17
CDH13	Cluster_17
CCDC85A	Cluster_17
TIAM1	Cluster_17
FRAS1	Cluster_17
COBL	Cluster_17
NHS	Cluster_17
NFIB	Cluster_17
PRKCA	Cluster_17
POLA1	Cluster_17
ADRA1A	Cluster_17
NYAP2	Cluster_17
CAP2	Cluster_17
SH3GL3	Cluster_17
IGSF11	Cluster_17
SLCO3A1	Cluster_17
DOCK9	Cluster_17
NFIX	Cluster_17
MAML3	Cluster_17
LCORL	Cluster_17
SCN1A	Cluster_17
POU6F2	Cluster_17
PLCL2	Cluster_17
RASGRF1	Cluster_17
PDE10A	Cluster_17
LRRFIP2	Cluster_17
ADCY5	Cluster_17
AC116366.7	Cluster_17
PKNOX2	Cluster_17
LRRN2	Cluster_17
AMMECR1	Cluster_17
BRINP2	Cluster_17
GTF2IRD1	Cluster_17
GNAL	Cluster_17
DOK6	Cluster_17
TCF20	Cluster_17
CDH4	Cluster_17
HS3ST5	Cluster_17
IL1RAPL2	Cluster_17
ANKRD44	Cluster_17
RNF150	Cluster_17
MCTP1	Cluster_17
SERINC5	Cluster_17
NETO1	Cluster_17
GARNL3	Cluster_17
PTPRB	Cluster_17
HDAC9	Cluster_17
MPP6	Cluster_17
GAS7	Cluster_17
KANSL1L	Cluster_17
DIAPH2	Cluster_17
TRERF1	Cluster_17
ZEB2	Cluster_17
SLC25A12	Cluster_17
MTR	Cluster_17
ARID5B	Cluster_17
PAK3	Cluster_17
FCHSD2	Cluster_17
PHF14	Cluster_17
SHISA6	Cluster_17
GPR158	Cluster_17
SLC2A13	Cluster_17
TERF2IP	Cluster_17
SNRPN	Cluster_17
ABI1	Cluster_17
RANBP17	Cluster_17
KCND3	Cluster_17
FAM13C	Cluster_17
LRRC8B	Cluster_17
APBA1	Cluster_17
EPHA3	Cluster_17
MYRIP	Cluster_17
ADD3	Cluster_17
REV3L	Cluster_17
SRGAP2	Cluster_17
PAK7	Cluster_17
GALNT18	Cluster_17
FOXN3	Cluster_17
PRICKLE2	Cluster_17
CDR2	Cluster_17
PPFIBP1	Cluster_17
GRIK4	Cluster_17
FBN1	Cluster_17
CCNH	Cluster_17
PKP4	Cluster_17
MTMR7	Cluster_17
TIAM2	Cluster_17
ST8SIA5	Cluster_17
MAGI3	Cluster_17
TTC39C	Cluster_17
ADAM22	Cluster_17
ZBTB16	Cluster_17
OSBPL6	Cluster_17
SIPA1L3	Cluster_17
PRKAA2	Cluster_17
WSB1	Cluster_17
ZNF804B	Cluster_17
JAKMIP1	Cluster_17
KCNJ3	Cluster_17
ST5	Cluster_17
SH3KBP1	Cluster_17
LRRTM3	Cluster_17
CRTC3	Cluster_17
SH3PXD2A	Cluster_17
AIG1	Cluster_17
PLCH1	Cluster_18
OTOGL	Cluster_18
TSHZ2	Cluster_18
TCERG1L	Cluster_18
CPNE4	Cluster_18
ZNF804B	Cluster_18
SEMA6D	Cluster_18
PDZRN4	Cluster_18
DCC	Cluster_18
LCORL	Cluster_18
POU6F2	Cluster_18
SNED1	Cluster_18
PDE10A	Cluster_18
PCSK2	Cluster_18
CA10	Cluster_18
ANO3	Cluster_18
ST6GAL2	Cluster_18
CACNB4	Cluster_18
SLIT1	Cluster_18
C8orf34	Cluster_18
RORB	Cluster_18
PCDH11X	Cluster_18
CCDC3	Cluster_18
SATB2	Cluster_18
KCNB2	Cluster_18
NTNG1	Cluster_18
EFNA5	Cluster_18
EPHA4	Cluster_18
RNF144A	Cluster_18
SYT17	Cluster_18
SLC44A5	Cluster_18
CDH8	Cluster_18
GUCY1A2	Cluster_18
IQCA1	Cluster_18
TRHDE	Cluster_18
CLSTN2	Cluster_18
MAML3	Cluster_18
FOXP2	Cluster_18
FAM189A1	Cluster_18
KCNH5	Cluster_18
ZMAT4	Cluster_18
ADAMTS19	Cluster_18
COL26A1	Cluster_18
MMP17	Cluster_18
MLIP	Cluster_18
KHDRBS3	Cluster_18
SLC2A13	Cluster_18
SCN3A	Cluster_18
FAM134B	Cluster_18
BRINP3	Cluster_18
PDZRN3	Cluster_18
MPPED2	Cluster_18
MARK1	Cluster_18
OLFM3	Cluster_18
NECAB1	Cluster_18
KCNT2	Cluster_18
MLLT3	Cluster_18
KCNH1	Cluster_18
CELF5	Cluster_18
KIAA1324	Cluster_18
FBXL2	Cluster_18
CNTN3	Cluster_18
RAP1GAP2	Cluster_18
CAMKK1	Cluster_18
FMN1	Cluster_18
STXBP1	Cluster_18
GPR158	Cluster_18
SH3GL2	Cluster_18
RAP1GAP	Cluster_18
FAT3	Cluster_18
BMPR2	Cluster_18
TTC39C	Cluster_18
SCN2A	Cluster_18
SNCA	Cluster_18
CMSS1	Cluster_18
RTN1	Cluster_18
HTR2C	Cluster_19
FGFR1	Cluster_19
CRYM	Cluster_19
TSHZ2	Cluster_19
HS3ST4	Cluster_19
ADAMTSL1	Cluster_19
ZNF385D	Cluster_19
SORCS2	Cluster_19
TLE4	Cluster_19
PDE9A	Cluster_19
BCL11B	Cluster_19
KIAA1456	Cluster_19
DLC1	Cluster_19
TLL1	Cluster_19
CPNE7	Cluster_19
RANBP17	Cluster_19
MYRIP	Cluster_19
SDK2	Cluster_19
CPNE4	Cluster_19
GRM8	Cluster_19
VWC2L	Cluster_19
OLFM3	Cluster_19
PRR16	Cluster_19
COL11A1	Cluster_19
LHFPL3	Cluster_19
KIAA1217	Cluster_19
GHR	Cluster_19
TRPM2	Cluster_19
KCNIP1	Cluster_19
SH3RF3	Cluster_19
TRHDE	Cluster_19
SDK1	Cluster_19
CDH8	Cluster_19
DIP2A	Cluster_19
SLC24A2	Cluster_19
ZNF385B	Cluster_19
CDH11	Cluster_19
KCNB2	Cluster_19
BMPER	Cluster_19
CLSTN2	Cluster_19
FRAS1	Cluster_19
KIAA1671	Cluster_19
KCNT2	Cluster_19
CDH13	Cluster_19
C8orf34	Cluster_19
GAREM1	Cluster_19
EVL	Cluster_19
SLC35F3	Cluster_19
KCTD8	Cluster_19
FOXP2	Cluster_19
TSHZ3	Cluster_19
SGSM1	Cluster_19
TMEM132C	Cluster_19
EML6	Cluster_19
SAMD5	Cluster_19
RAB26	Cluster_19
ADAMTS19	Cluster_19
ELAVL4	Cluster_19
PRICKLE1	Cluster_19
PDZRN4	Cluster_19
CORO6	Cluster_19
KLHL5	Cluster_19
PTPRR	Cluster_19
SORL1	Cluster_19
BACH2	Cluster_19
RPH3A	Cluster_19
CAMK2D	Cluster_19
TOX	Cluster_19
ZNF704	Cluster_19
SYNJ2	Cluster_19
SIDT1	Cluster_19
LMF1	Cluster_19
ST8SIA1	Cluster_19
STRBP	Cluster_19
SVOP	Cluster_19
BCL11A	Cluster_19
PLXNA4	Cluster_19
MEIS2	Cluster_19
CACNB4	Cluster_19
ANKRD30BL	Cluster_19
PAK7	Cluster_19
BZRAP1	Cluster_19
GRM3	Cluster_19
ZFR2	Cluster_19
AACS	Cluster_19
MLLT4	Cluster_19
DCC	Cluster_19
LRRTM3	Cluster_19
ZFYVE28	Cluster_19
FAM135B	Cluster_19
SV2B	Cluster_19
PKD1	Cluster_19
SLC44A5	Cluster_19
CC2D1A	Cluster_19
KCNMB4	Cluster_19
RAP1GAP2	Cluster_19
AK5	Cluster_19
TMEM232	Cluster_19
RAP1GAP	Cluster_19
CDR2	Cluster_19
INPP4A	Cluster_19
LUZP2	Cluster_19
PHKB	Cluster_19
SSBP3	Cluster_19
PRKCZ	Cluster_19
CA10	Cluster_19
HDAC9	Cluster_19
ALCAM	Cluster_19
SRCIN1	Cluster_19
NELL1	Cluster_19
BASP1	Cluster_19
FARP1	Cluster_19
MAGI3	Cluster_19
C11orf80	Cluster_19
GUCY1A2	Cluster_19
MICU1	Cluster_19
SMAP1	Cluster_19
ARHGAP44	Cluster_19
MARK1	Cluster_19
TSHZ2	Cluster_2
IL1RAPL2	Cluster_2
DCC	Cluster_2
COBLL1	Cluster_2
SLC22A10	Cluster_2
RORB	Cluster_2
RARB	Cluster_2
TOX	Cluster_2
FOXP2	Cluster_2
SLC35F3	Cluster_2
KCNH5	Cluster_2
FSTL4	Cluster_2
VWC2L	Cluster_2
POU6F2	Cluster_2
LRRK1	Cluster_2
OLFM3	Cluster_2
KHDRBS3	Cluster_2
PDE10A	Cluster_2
HS3ST2	Cluster_2
EPHA3	Cluster_2
TRHDE	Cluster_2
ALCAM	Cluster_2
NRG1	Cluster_2
GSG1L	Cluster_2
KCND3	Cluster_2
CCDC3	Cluster_2
SLIT1	Cluster_2
TSHZ3	Cluster_2
RFTN1	Cluster_2
HS3ST4	Cluster_2
EFNA5	Cluster_2
EPHA5	Cluster_2
BRINP1	Cluster_2
CNTNAP4	Cluster_2
MLIP	Cluster_2
EPHA4	Cluster_2
PDZRN4	Cluster_2
SLC44A5	Cluster_2
CACNB4	Cluster_2
ZMAT4	Cluster_2
PTPRK	Cluster_2
NWD2	Cluster_2
KCNH1	Cluster_2
CPNE4	Cluster_2
NELL1	Cluster_2
EDIL3	Cluster_2
FOXP1	Cluster_2
PPFIBP1	Cluster_2
MGAT5B	Cluster_2
DNAJC1	Cluster_2
CADPS2	Cluster_2
CAMKK1	Cluster_2
SLC24A2	Cluster_2
ZNF385B	Cluster_2
KCTD8	Cluster_2
MYRIP	Cluster_2
CABP1	Cluster_2
GABRG3	Cluster_2
BRINP3	Cluster_2
BMPER	Cluster_2
MICAL2	Cluster_2
RTN1	Cluster_2
SATB2	Cluster_2
LHFP	Cluster_2
SNED1	Cluster_2
FAM13A	Cluster_2
SPOCK1	Cluster_2
STXBP1	Cluster_2
CATSPER2	Cluster_2
MLLT3	Cluster_2
MTA3	Cluster_2
GUCY1A2	Cluster_2
PCSK2	Cluster_2
GRM3	Cluster_2
BASP1	Cluster_2
CNKSR2	Cluster_2
PKNOX2	Cluster_2
RNF144A	Cluster_2
SCN1A	Cluster_2
KCNB2	Cluster_2
RPS6KA5	Cluster_2
CAMK2A	Cluster_2
MMP16	Cluster_2
AMPH	Cluster_2
NLK	Cluster_2
SH3GL2	Cluster_2
SORCS1	Cluster_2
MAGI3	Cluster_2
RAPGEF2	Cluster_2
ARHGEF3	Cluster_2
NCALD	Cluster_2
SMAP1	Cluster_2
FLRT2	Cluster_2
GPR158	Cluster_2
PPM1L	Cluster_2
PPP2R2C	Cluster_2
ABLIM2	Cluster_2
KLHL32	Cluster_2
SSBP3	Cluster_2
GABRB2	Cluster_2
LRRTM3	Cluster_2
SV2B	Cluster_2
KCNJ3	Cluster_2
CCDC85A	Cluster_2
SND1	Cluster_2
NOVA1	Cluster_2
LYST	Cluster_2
STOX2	Cluster_2
CMSS1	Cluster_2
ABCA5	Cluster_2
CHST9	Cluster_20
EYA4	Cluster_20
SV2C	Cluster_20
ANO1	Cluster_20
PDGFD	Cluster_20
CA3	Cluster_20
FGF13	Cluster_20
ITGA8	Cluster_20
GAD2	Cluster_20
C20orf100	Cluster_20
KIRREL	Cluster_20
NTNG1	Cluster_20
LTBP1	Cluster_20
CRTAC1	Cluster_20
ALK	Cluster_20
MYO16	Cluster_20
NOS1	Cluster_20
LAMP5	Cluster_20
COL4A2	Cluster_20
PTCHD4	Cluster_20
ZNF536	Cluster_20
SGCZ	Cluster_20
SLC35F4	Cluster_20
PRELID2	Cluster_20
FSTL5	Cluster_20
GNG4	Cluster_20
CDHR3	Cluster_20
NXPH1	Cluster_20
CA8	Cluster_20
SEMA6D	Cluster_20
ADARB2	Cluster_20
SPHKAP	Cluster_20
SLC6A1	Cluster_20
MARCH3	Cluster_20
GRIK1	Cluster_20
FBXL7	Cluster_20
TLE2	Cluster_20
CNTNAP4	Cluster_20
GRIN3A	Cluster_20
KCNAB1	Cluster_20
KIAA1211	Cluster_20
C8orf34	Cluster_20
PIP5K1B	Cluster_20
DSCAML1	Cluster_20
EGFR	Cluster_20
KCNIP1	Cluster_20
ZNF804B	Cluster_20
SDK1	Cluster_20
MTSS1	Cluster_20
KCNC2	Cluster_20
DGKD	Cluster_20
VAV3	Cluster_20
SLIT2	Cluster_20
KIAA1324L	Cluster_20
BCL11B	Cluster_20
DNER	Cluster_20
SGK1	Cluster_20
VWC2	Cluster_20
GRIP2	Cluster_20
COL25A1	Cluster_20
HOMER2	Cluster_20
GAD1	Cluster_20
RPH3A	Cluster_20
TOX	Cluster_20
TCF12	Cluster_20
ST5	Cluster_20
AMMECR1	Cluster_20
PRKD1	Cluster_20
MPDZ	Cluster_20
SCN1A	Cluster_20
SH3RF3	Cluster_20
EXT1	Cluster_20
TENM3	Cluster_20
KLHL29	Cluster_20
FAM110B	Cluster_20
NHS	Cluster_20
NFIB	Cluster_20
CCBE1	Cluster_20
ANK1	Cluster_20
NYAP2	Cluster_20
WWP1	Cluster_20
NKAIN3	Cluster_20
OSBPL3	Cluster_20
CPNE8	Cluster_20
SORCS1	Cluster_20
PTPRM	Cluster_20
ADAM22	Cluster_20
ABCC1	Cluster_20
RERG	Cluster_20
DOCK10	Cluster_20
IGSF11	Cluster_20
TIAM1	Cluster_20
MCTP1	Cluster_20
SUSD4	Cluster_20
COBL	Cluster_20
MPPED1	Cluster_20
GRIK4	Cluster_20
PTPRB	Cluster_20
FRY	Cluster_20
ZMAT4	Cluster_20
PARD3B	Cluster_20
TRERF1	Cluster_20
GTF2IRD1	Cluster_20
GPR158	Cluster_20
VSTM2A	Cluster_20
COLQ	Cluster_20
SNRPN	Cluster_20
ARID5B	Cluster_20
ADRBK2	Cluster_20
EML6	Cluster_20
SLC2A13	Cluster_20
MARCH4	Cluster_20
PTPRO	Cluster_20
PRICKLE2	Cluster_20
CHST11	Cluster_20
FAM135B	Cluster_20
RASGRF1	Cluster_20
NMT2	Cluster_20
RIPOR2	Cluster_20
SRGAP2C	Cluster_20
SPAG16	Cluster_20
ZNF385D	Cluster_20
ANKRD44	Cluster_20
SYNDIG1	Cluster_20
NR6A1	Cluster_20
NRG2	Cluster_20
ZNF462	Cluster_20
MYRIP	Cluster_20
AC116366.7	Cluster_20
ATP8A1	Cluster_20
HCN1	Cluster_20
DOCK9	Cluster_20
BTBD8	Cluster_20
AIG1	Cluster_20
WSB1	Cluster_20
GREB1L	Cluster_20
PLPPR1	Cluster_20
WDR19	Cluster_20
TMEFF2	Cluster_20
PDZRN3	Cluster_20
REPS1	Cluster_20
AJAP1	Cluster_20
CACNG3	Cluster_20
SLCO3A1	Cluster_20
SRGAP2B	Cluster_20
HOOK2	Cluster_20
ANAPC10	Cluster_20
MTR	Cluster_20
RAB3C	Cluster_20
PLCL2	Cluster_20
LUZP2	Cluster_20
KCNC1	Cluster_20
FCHSD2	Cluster_20
ANKH	Cluster_20
KCNH5	Cluster_20
PAK7	Cluster_20
PDE10A	Cluster_20
GNAL	Cluster_20
SCAMP5	Cluster_20
LRRC8B	Cluster_20
GPR155	Cluster_20
EPHA3	Cluster_20
TENM1	Cluster_20
REPS2	Cluster_20
PKP4	Cluster_20
PID1	Cluster_20
AMPH	Cluster_20
SH3D19	Cluster_20
TPST1	Cluster_20
ST8SIA5	Cluster_20
BACH2	Cluster_20
BRINP2	Cluster_20
RNF150	Cluster_20
RIMBP2	Cluster_20
RALGPS1	Cluster_20
FAM13C	Cluster_20
ATXN7L1	Cluster_20
TTBK2	Cluster_20
ANKS1A	Cluster_20
SCFD2	Cluster_20
KCNB2	Cluster_20
AGTPBP1	Cluster_20
TCF20	Cluster_20
ATP10A	Cluster_21
ZNF804B	Cluster_21
RGS12	Cluster_21
SYNPR	Cluster_21
CLSTN2	Cluster_21
NWD2	Cluster_21
C10orf11	Cluster_21
AK5	Cluster_21
ZNF804A	Cluster_21
CUX1	Cluster_21
CADPS2	Cluster_21
TRHDE	Cluster_21
CPNE4	Cluster_21
CACHD1	Cluster_21
CNTNAP3B	Cluster_21
PDZRN4	Cluster_21
GALNT14	Cluster_21
SEMA6D	Cluster_21
ZNF385B	Cluster_21
SATB2	Cluster_21
VPS13D	Cluster_21
CACNA1E	Cluster_21
HS3ST4	Cluster_21
MMP16	Cluster_21
RXFP1	Cluster_21
FMN1	Cluster_21
CA10	Cluster_21
NIN	Cluster_21
ITGB8	Cluster_21
ADAMTS19	Cluster_21
PDE7A	Cluster_21
SORCS3	Cluster_21
SETBP1	Cluster_21
PLXDC2	Cluster_21
SYT7	Cluster_21
CTNNA3	Cluster_21
NECAB1	Cluster_21
KIDINS220	Cluster_21
MAGI3	Cluster_21
FRAS1	Cluster_21
ARHGAP44	Cluster_21
TTLL11	Cluster_21
MAP2K1	Cluster_21
FAM81A	Cluster_21
LMO4	Cluster_21
LIN7A	Cluster_21
LMF1	Cluster_21
PLCL1	Cluster_21
PCSK2	Cluster_21
MGAT5	Cluster_21
RAP1GAP	Cluster_21
CDH2	Cluster_21
ADAM23	Cluster_21
NLK	Cluster_21
GNAO1	Cluster_21
SH3GL2	Cluster_21
ST8SIA5	Cluster_21
PKD1	Cluster_21
TMEM178A	Cluster_21
ACTN1	Cluster_21
ATP6V1H	Cluster_21
CACNB4	Cluster_21
ADAM22	Cluster_21
KCTD1	Cluster_21
SV2B	Cluster_21
KIAA1211L	Cluster_21
SNED1	Cluster_21
EPB41L4B	Cluster_21
DSCAML1	Cluster_21
RNF144A	Cluster_21
CD22	Cluster_22
PRDM16	Cluster_22
CNDP1	Cluster_22
CERCAM	Cluster_22
KIAA1755	Cluster_22
FGFR3	Cluster_22
FOLH1	Cluster_22
DOCK5	Cluster_22
ST18	Cluster_22
DAAM2	Cluster_22
NHSL1	Cluster_22
ACSBG1	Cluster_22
MOG	Cluster_22
CARNS1	Cluster_22
ACSS1	Cluster_22
ATP1A2	Cluster_22
C10orf90	Cluster_22
GRIN2C	Cluster_22
ETNPPL	Cluster_22
SLCO1C1	Cluster_22
RNF220	Cluster_22
PRODH	Cluster_22
FAM107B	Cluster_22
YAP1	Cluster_22
TPD52L1	Cluster_22
ARHGEF26	Cluster_22
PARD3B	Cluster_22
RANBP3L	Cluster_22
PLEKHH1	Cluster_22
HEPACAM	Cluster_22
ITPKB	Cluster_22
CECR2	Cluster_22
FGFR2	Cluster_22
SHROOM4	Cluster_22
SLC25A18	Cluster_22
CDC14A	Cluster_22
COL4A5	Cluster_22
ALDH1L1	Cluster_22
PON2	Cluster_22
ENPP2	Cluster_22
MOBP	Cluster_22
RP11-281A20.3	Cluster_22
BCAS1	Cluster_22
RGS20	Cluster_22
GNA14	Cluster_22
CLMN	Cluster_22
GLI3	Cluster_22
CTNNA3	Cluster_22
FBXL7	Cluster_22
NDRG2	Cluster_22
KCNH8	Cluster_22
HIF3A	Cluster_22
STOX1	Cluster_22
ACACB	Cluster_22
MEGF10	Cluster_22
STON2	Cluster_22
RAPGEF3	Cluster_22
PLXNB1	Cluster_22
LPAR1	Cluster_22
PAPLN	Cluster_22
SLC1A3	Cluster_22
RHOJ	Cluster_22
DOCK1	Cluster_22
EYA1	Cluster_22
PIP4K2A	Cluster_22
ATP13A4	Cluster_22
GRAMD3	Cluster_22
SLC4A4	Cluster_22
SLC1A2	Cluster_22
TMEM144	Cluster_22
PREX2	Cluster_22
SPON1	Cluster_22
RFTN2	Cluster_22
ADGRV1	Cluster_22
TF	Cluster_22
FRMD4B	Cluster_22
COL5A3	Cluster_22
FOXO1	Cluster_22
PLA2G16	Cluster_22
ZHX2	Cluster_22
GSN	Cluster_22
LIFR	Cluster_22
PHF21B	Cluster_22
ATP10B	Cluster_22
ZFHX4	Cluster_22
BMPR1B	Cluster_22
TMEM165	Cluster_22
EFHD1	Cluster_22
MYO10	Cluster_22
GPC5	Cluster_22
MYO1E	Cluster_22
PLPP3	Cluster_22
CABLES1	Cluster_22
PHLPP1	Cluster_22
GLUL	Cluster_22
ARHGAP24	Cluster_22
SASH1	Cluster_22
CDH20	Cluster_22
NFIA	Cluster_22
CDK18	Cluster_22
ZBTB20	Cluster_22
MSI2	Cluster_22
RFX4	Cluster_22
MTUS1	Cluster_22
FAM189A2	Cluster_22
AMER2	Cluster_22
ZNF98	Cluster_22
PITPNC1	Cluster_22
PAMR1	Cluster_22
HIPK2	Cluster_22
RP11-654K19.6	Cluster_22
C1orf61	Cluster_22
ARHGAP31	Cluster_22
MBP	Cluster_22
LRP4	Cluster_22
LRRC1	Cluster_22
EYA2	Cluster_22
PLD1	Cluster_22
NKAIN3	Cluster_22
MERTK	Cluster_22
KANK1	Cluster_22
NCKAP5	Cluster_22
PDE8A	Cluster_22
SHROOM3	Cluster_22
ACSS3	Cluster_22
HHIP	Cluster_22
GLIS3	Cluster_22
MAML2	Cluster_22
PALM2	Cluster_22
RAD51B	Cluster_22
ACOT11	Cluster_22
NPL	Cluster_22
SLC7A11	Cluster_22
SH3RF1	Cluster_22
MTMR10	Cluster_22
ITPR2	Cluster_22
GRAMD1C	Cluster_22
RYR3	Cluster_22
STK33	Cluster_22
LRIG1	Cluster_22
CREB5	Cluster_22
PDLIM5	Cluster_22
HTRA1	Cluster_22
PTN	Cluster_22
CHD7	Cluster_22
