Gene	cluster
GSG1L	Inh_L2-5_PVALB_SCUBE3
FAM110B	Inh_L2-5_PVALB_SCUBE3
SVIL	Inh_L2-5_PVALB_SCUBE3
SRGAP1	Inh_L2-5_PVALB_SCUBE3
FSTL5	Inh_L2-5_PVALB_SCUBE3
SFMBT2	Inh_L2-5_PVALB_SCUBE3
ADRBK2	Inh_L2-5_PVALB_SCUBE3
GABRD	Inh_L2-5_PVALB_SCUBE3
ZNF804B	Inh_L2-5_PVALB_SCUBE3
NCALD	Inh_L2-5_PVALB_SCUBE3
SLC35F4	Inh_L2-5_PVALB_SCUBE3
CFAP161	Inh_L2-5_PVALB_SCUBE3
EPB41	Inh_L2-5_PVALB_SCUBE3
MARCH11	Inh_L2-5_PVALB_SCUBE3
SAMD5	Inh_L2-5_PVALB_SCUBE3
TIAM1	Inh_L2-5_PVALB_SCUBE3
SLC24A3	Inh_L2-5_PVALB_SCUBE3
CSMD2	Inh_L2-5_PVALB_SCUBE3
SNRPN	Inh_L2-5_PVALB_SCUBE3
NETO2	Inh_L2-5_PVALB_SCUBE3
FAM78B	Inh_L2-5_PVALB_SCUBE3
GNAL	Inh_L2-5_PVALB_SCUBE3
TRPS1	Inh_L2-5_PVALB_SCUBE3
KCNC1	Inh_L2-5_PVALB_SCUBE3
HCN1	Inh_L2-5_PVALB_SCUBE3
SLC6A1	Inh_L2-5_PVALB_SCUBE3
SCN1A	Inh_L2-5_PVALB_SCUBE3
PNKD	Inh_L2-5_PVALB_SCUBE3
DHX32	Inh_L2-5_PVALB_SCUBE3
VSTM2A	Inh_L2-5_PVALB_SCUBE3
DOK5	Inh_L2-5_PVALB_SCUBE3
EDIL3	Inh_L2-5_PVALB_SCUBE3
CCDC136	Inh_L2-5_PVALB_SCUBE3
SLC38A1	Inh_L2-5_PVALB_SCUBE3
REEP5	Inh_L2-5_PVALB_SCUBE3
TOX3	Inh_L2-5_PVALB_SCUBE3
OSBPL6	Inh_L2-5_PVALB_SCUBE3
PLEKHA1	Inh_L2-5_PVALB_SCUBE3
PTCHD4	Inh_L2-5_PVALB_SCUBE3
PTPN13	Inh_L2-5_PVALB_SCUBE3
TOX	Inh_L2-5_PVALB_SCUBE3
DLGAP4	Inh_L2-5_PVALB_SCUBE3
DNER	Inh_L2-5_PVALB_SCUBE3
CACNG2	Inh_L2-5_PVALB_SCUBE3
PARM1	Inh_L2-5_PVALB_SCUBE3
CPLX1	Inh_L2-5_PVALB_SCUBE3
MTSS1	Inh_L2-5_PVALB_SCUBE3
FAR2	Inh_L2-5_PVALB_SCUBE3
ANKS1A	Inh_L2-5_PVALB_SCUBE3
GALNT7	Inh_L2-5_PVALB_SCUBE3
KLHL5	Inh_L2-5_PVALB_SCUBE3
ANO4	Inh_L2-5_PVALB_SCUBE3
COL11A1	Inh_L2-5_PVALB_SCUBE3
SEZ6L	Inh_L2-5_PVALB_SCUBE3
HDAC5	Inh_L2-5_PVALB_SCUBE3
PPARGC1A	Inh_L2-5_PVALB_SCUBE3
AJAP1	Inh_L2-5_PVALB_SCUBE3
SYT17	Inh_L2-5_PVALB_SCUBE3
STXBP6	Inh_L2-5_PVALB_SCUBE3
FGD4	Inh_L2-5_PVALB_SCUBE3
MCTP1	Inh_L2-5_PVALB_SCUBE3
KCNMB4	Inh_L2-5_PVALB_SCUBE3
KIAA0319	Inh_L2-5_PVALB_SCUBE3
PKNOX2	Inh_L2-5_PVALB_SCUBE3
GRIN2D	Inh_L2-5_PVALB_SCUBE3
GHR	Inh_L2-5_PVALB_SCUBE3
ME3	Inh_L2-5_PVALB_SCUBE3
SYT14	Inh_L2-5_PVALB_SCUBE3
KCNT1	Inh_L2-5_PVALB_SCUBE3
KCNC2	Inh_L2-5_PVALB_SCUBE3
NHS	Inh_L2-5_PVALB_SCUBE3
DGKD	Inh_L2-5_PVALB_SCUBE3
MAST4	Inh_L2-5_PVALB_SCUBE3
FMN1	Inh_L2-5_PVALB_SCUBE3
LDLRAD3	Inh_L2-5_PVALB_SCUBE3
DCX	Inh_L2-5_PVALB_SCUBE3
TEAD1	Inh_L2-5_PVALB_SCUBE3
SLC8A3	Inh_L2-5_PVALB_SCUBE3
KCNJ3	Inh_L2-5_PVALB_SCUBE3
ATP1B1	Inh_L2-5_PVALB_SCUBE3
SPECC1	Inh_L2-5_PVALB_SCUBE3
ELMO1	Inh_L2-5_PVALB_SCUBE3
HMP19	Inh_L2-5_PVALB_SCUBE3
RTN4RL1	Inh_L2-5_PVALB_SCUBE3
ADCY1	Inh_L2-5_PVALB_SCUBE3
TCAIM	Inh_L2-5_PVALB_SCUBE3
RALGPS2	Inh_L2-5_PVALB_SCUBE3
SLIT2	Inh_L2-5_PVALB_SCUBE3
IQSEC3	Inh_L2-5_PVALB_SCUBE3
HDAC9	Inh_L2-5_PVALB_SCUBE3
AFAP1	Inh_L2-5_PVALB_SCUBE3
NXPH1	Inh_L2-5_PVALB_SCUBE3
NYAP2	Inh_L2-5_PVALB_SCUBE3
OSBPL8	Inh_L2-5_PVALB_SCUBE3
LRRTM3	Inh_L2-5_PVALB_SCUBE3
PAM	Inh_L2-5_PVALB_SCUBE3
CPSF6	Inh_L2-5_PVALB_SCUBE3
MICAL2	Inh_L2-5_PVALB_SCUBE3
ASAP1	Inh_L2-5_PVALB_SCUBE3
ZEB2	Inh_L2-5_PVALB_SCUBE3
CNNM1	Inh_L2-5_PVALB_SCUBE3
INPP4B	Inh_L2-5_PVALB_SCUBE3
SLC23A2	Inh_L2-5_PVALB_SCUBE3
CYFIP1	Inh_L2-5_PVALB_SCUBE3
GTF3C1	Inh_L2-5_PVALB_SCUBE3
DENND2A	Inh_L2-5_PVALB_SCUBE3
GAB2	Inh_L2-5_PVALB_SCUBE3
PPP3CC	Inh_L2-5_PVALB_SCUBE3
GABRA1	Inh_L2-5_PVALB_SCUBE3
OSBPL10	Inh_L2-5_PVALB_SCUBE3
PKP4	Inh_L2-5_PVALB_SCUBE3
SH3PXD2A	Inh_L2-5_PVALB_SCUBE3
CTTNBP2	Inh_L2-5_PVALB_SCUBE3
NAPEPLD	Inh_L2-5_PVALB_SCUBE3
RP11-701H24.9	Inh_L2-5_PVALB_SCUBE3
RNF175	Inh_L2-5_PVALB_SCUBE3
KIAA1324L	Inh_L2-5_PVALB_SCUBE3
TCF12	Inh_L2-5_PVALB_SCUBE3
PLXNA4	Inh_L2-5_PVALB_SCUBE3
SETBP1	Inh_L2-5_PVALB_SCUBE3
DOCK9	Inh_L2-5_PVALB_SCUBE3
PRICKLE2	Inh_L2-5_PVALB_SCUBE3
SUSD4	Inh_L2-5_PVALB_SCUBE3
KLF12	Inh_L2-5_PVALB_SCUBE3
NOL4	Inh_L2-5_PVALB_SCUBE3
SH3RF3	Inh_L2-5_PVALB_SCUBE3
TTLL5	Inh_L2-5_PVALB_SCUBE3
XPO6	Inh_L2-5_PVALB_SCUBE3
ELMOD1	Inh_L2-5_PVALB_SCUBE3
MBTD1	Inh_L2-5_PVALB_SCUBE3
WWP1	Inh_L2-5_PVALB_SCUBE3
LRRK1	Exc_L4-6_RORB_SEMA3E
CLSTN2	Exc_L4-6_RORB_SEMA3E
NRG1	Exc_L4-6_RORB_SEMA3E
HS3ST2	Exc_L4-6_RORB_SEMA3E
CPNE4	Exc_L4-6_RORB_SEMA3E
CADPS2	Exc_L4-6_RORB_SEMA3E
RBFOX3	Exc_L4-6_RORB_SEMA3E
HS3ST4	Exc_L4-6_RORB_SEMA3E
FSTL4	Exc_L4-6_RORB_SEMA3E
RXFP1	Exc_L4-6_RORB_SEMA3E
SORCS1	Exc_L4-6_RORB_SEMA3E
IL1RAPL2	Exc_L4-6_RORB_SEMA3E
SLC22A10	Exc_L4-6_RORB_SEMA3E
PTPRT	Exc_L4-6_RORB_SEMA3E
STX1A	Exc_L4-6_RORB_SEMA3E
RAP1GAP	Exc_L4-6_RORB_SEMA3E
GABRG3	Exc_L4-6_RORB_SEMA3E
ANKRD33B	Exc_L4-6_RORB_SEMA3E
CABP1	Exc_L4-6_RORB_SEMA3E
XYLT1	Exc_L4-6_RORB_SEMA3E
RORB	Exc_L4-6_RORB_SEMA3E
SV2B	Exc_L4-6_RORB_SEMA3E
CNTN3	Exc_L4-6_RORB_SEMA3E
ELAVL4	Exc_L4-6_RORB_SEMA3E
CAMK2D	Exc_L4-6_RORB_SEMA3E
SLIT1	Exc_L4-6_RORB_SEMA3E
ANO3	Exc_L4-6_RORB_SEMA3E
PRKAG2	Exc_L4-6_RORB_SEMA3E
BMPER	Exc_L4-6_RORB_SEMA3E
POU6F2	Exc_L4-6_RORB_SEMA3E
RAP1GAP2	Exc_L4-6_RORB_SEMA3E
FOXP2	Exc_L4-6_RORB_SEMA3E
ZNF385B	Exc_L4-6_RORB_SEMA3E
PDE1C	Exc_L4-6_RORB_SEMA3E
CCDC85A	Exc_L4-6_RORB_SEMA3E
GRM8	Exc_L4-6_RORB_SEMA3E
SYNDIG1	Exc_L4-6_RORB_SEMA3E
CDH10	Exc_L4-6_RORB_SEMA3E
DNAH6	Exc_L4-6_RORB_SEMA3E
SLIT3	Exc_L4-6_RORB_SEMA3E
PPP2R2C	Exc_L4-6_RORB_SEMA3E
SRRM4	Exc_L4-6_RORB_SEMA3E
SYT7	Exc_L4-6_RORB_SEMA3E
KCNB2	Exc_L4-6_RORB_SEMA3E
LINGO1	Exc_L4-6_RORB_SEMA3E
TSHZ2	Exc_L4-6_RORB_SEMA3E
ARL15	Exc_L4-6_RORB_SEMA3E
RAB40C	Exc_L4-6_RORB_SEMA3E
KHDRBS3	Exc_L4-6_RORB_SEMA3E
ZFYVE28	Exc_L4-6_RORB_SEMA3E
CES4A	Exc_L4-6_RORB_SEMA3E
FMN1	Exc_L4-6_RORB_SEMA3E
PID1	Exc_L4-6_RORB_SEMA3E
BCL11A	Exc_L4-6_RORB_SEMA3E
SSBP3	Exc_L4-6_RORB_SEMA3E
CERS4	Exc_L4-6_RORB_SEMA3E
MEIS3	Exc_L4-6_RORB_SEMA3E
SH3GL2	Exc_L4-6_RORB_SEMA3E
KIAA1211L	Exc_L4-6_RORB_SEMA3E
TTC39C	Exc_L4-6_RORB_SEMA3E
NOS1AP	Exc_L4-6_RORB_SEMA3E
IQSEC1	Exc_L4-6_RORB_SEMA3E
MICAL2	Exc_L4-6_RORB_SEMA3E
ABLIM2	Exc_L4-6_RORB_SEMA3E
PRKAR1B	Exc_L4-6_RORB_SEMA3E
NCALD	Exc_L4-6_RORB_SEMA3E
SORCS2	Exc_L4-6_RORB_SEMA3E
SIDT1	Exc_L4-6_RORB_SEMA3E
ADD2	Exc_L4-6_RORB_SEMA3E
DGKZ	Exc_L4-6_RORB_SEMA3E
MYRIP	Exc_L4-6_RORB_SEMA3E
FAM189A1	Exc_L4-6_RORB_SEMA3E
NDST3	Exc_L4-6_RORB_SEMA3E
SLC35F3	Exc_L4-6_RORB_SEMA3E
SNCA	Exc_L4-6_RORB_SEMA3E
TMEM117	Exc_L4-6_RORB_SEMA3E
COL26A1	Exc_L4-6_RORB_SEMA3E
EML6	Exc_L4-6_RORB_SEMA3E
KCNQ2	Exc_L4-6_RORB_SEMA3E
FOXP1	Exc_L4-6_RORB_SEMA3E
MAP1B	Exc_L4-6_RORB_SEMA3E
LHFP	Exc_L4-6_RORB_SEMA3E
PKD1	Exc_L4-6_RORB_SEMA3E
EPHA5	Exc_L4-6_RORB_SEMA3E
KCNT2	Exc_L4-6_RORB_SEMA3E
PRUNE2	Exc_L4-6_RORB_SEMA3E
CDH8	Exc_L4-6_RORB_SEMA3E
KCNMB4	Exc_L4-6_RORB_SEMA3E
GPC6	Exc_L4-6_RORB_SEMA3E
MYO5A	Exc_L4-6_RORB_SEMA3E
PDE10A	Exc_L4-6_RORB_SEMA3E
EVL	Exc_L4-6_RORB_SEMA3E
DNM1	Exc_L4-6_RORB_SEMA3E
PEX5L	Exc_L4-6_RORB_SEMA3E
LRFN2	Exc_L4-6_RORB_SEMA3E
FAT3	Exc_L4-6_RORB_SEMA3E
CLIP2	Exc_L4-6_RORB_SEMA3E
PGBD5	Exc_L4-6_RORB_SEMA3E
PRICKLE1	Exc_L4-6_RORB_SEMA3E
RAB11FIP4	Exc_L4-6_RORB_SEMA3E
BASP1	Exc_L4-6_RORB_SEMA3E
NCOR2	Exc_L4-6_RORB_SEMA3E
ST6GALNAC3	Exc_L4-6_RORB_SEMA3E
DNAJC1	Exc_L4-6_RORB_SEMA3E
CHD5	Exc_L4-6_RORB_SEMA3E
TMEFF2	Exc_L4-6_RORB_SEMA3E
PPP1R16B	Exc_L4-6_RORB_SEMA3E
PKNOX2	Exc_L4-6_RORB_SEMA3E
MAST1	Exc_L4-6_RORB_SEMA3E
ARMC9	Exc_L4-6_RORB_SEMA3E
PAK1	Exc_L4-6_RORB_SEMA3E
RIMBP2	Exc_L4-6_RORB_SEMA3E
SORCS3	Exc_L4-6_RORB_SEMA3E
CAMKK1	Exc_L4-6_RORB_SEMA3E
RAPGEF4	Exc_L4-6_RORB_SEMA3E
STXBP1	Exc_L4-6_RORB_SEMA3E
KCNH1	Exc_L4-6_RORB_SEMA3E
BRINP3	Exc_L4-6_RORB_SEMA3E
VPS13A	Exc_L4-6_RORB_SEMA3E
TLN2	Exc_L4-6_RORB_SEMA3E
PDE3B	Exc_L4-6_RORB_SEMA3E
APBA2	Exc_L4-6_RORB_SEMA3E
FAM153A	Exc_L4-6_RORB_SEMA3E
KNDC1	Exc_L4-6_RORB_SEMA3E
ICA1	Exc_L4-6_RORB_SEMA3E
DLGAP4	Exc_L4-6_RORB_SEMA3E
KCNB1	Exc_L4-6_RORB_SEMA3E
CATSPER2	Exc_L4-6_RORB_SEMA3E
TOX	Exc_L4-6_RORB_SEMA3E
CCDC57	Exc_L4-6_RORB_SEMA3E
KLHL29	Exc_L4-6_RORB_SEMA3E
ABCA3	Exc_L4-6_RORB_SEMA3E
RNF144A	Exc_L4-6_RORB_SEMA3E
NPAS2	Exc_L4-6_RORB_SEMA3E
CCDC64	Exc_L4-6_RORB_SEMA3E
CLSTN1	Exc_L4-6_RORB_SEMA3E
MYO5B	Inh_L4-6_PVALB_SULF1
NXPH1	Inh_L4-6_PVALB_SULF1
TMEM132C	Inh_L4-6_PVALB_SULF1
BTBD11	Inh_L4-6_PVALB_SULF1
KIAA1217	Inh_L4-6_PVALB_SULF1
GAD2	Inh_L4-6_PVALB_SULF1
ANK1	Inh_L4-6_PVALB_SULF1
PTPRM	Inh_L4-6_PVALB_SULF1
KCNAB1	Inh_L4-6_PVALB_SULF1
ZNF385D	Inh_L4-6_PVALB_SULF1
GRIP2	Inh_L4-6_PVALB_SULF1
SLIT2	Inh_L4-6_PVALB_SULF1
ADCY8	Inh_L4-6_PVALB_SULF1
ZNF536	Inh_L4-6_PVALB_SULF1
KCNC2	Inh_L4-6_PVALB_SULF1
MYO16	Inh_L4-6_PVALB_SULF1
ALK	Inh_L4-6_PVALB_SULF1
GAD1	Inh_L4-6_PVALB_SULF1
SNRPN	Inh_L4-6_PVALB_SULF1
KIF26B	Inh_L4-6_PVALB_SULF1
ANO4	Inh_L4-6_PVALB_SULF1
ADAMTS17	Inh_L4-6_PVALB_SULF1
VWC2	Inh_L4-6_PVALB_SULF1
GRIK3	Inh_L4-6_PVALB_SULF1
CNTNAP3B	Inh_L4-6_PVALB_SULF1
PTCHD4	Inh_L4-6_PVALB_SULF1
KLF12	Inh_L4-6_PVALB_SULF1
ZMAT4	Inh_L4-6_PVALB_SULF1
OSBPL3	Inh_L4-6_PVALB_SULF1
TENM1	Inh_L4-6_PVALB_SULF1
CNTNAP3	Inh_L4-6_PVALB_SULF1
KLHL5	Inh_L4-6_PVALB_SULF1
SOX6	Inh_L4-6_PVALB_SULF1
ZNF804A	Inh_L4-6_PVALB_SULF1
SDK1	Inh_L4-6_PVALB_SULF1
GABRG3	Inh_L4-6_PVALB_SULF1
SPOCK3	Inh_L4-6_PVALB_SULF1
SAMD5	Inh_L4-6_PVALB_SULF1
SLC9A9	Inh_L4-6_PVALB_SULF1
TENM3	Inh_L4-6_PVALB_SULF1
TRPC5	Inh_L4-6_PVALB_SULF1
NHS	Inh_L4-6_PVALB_SULF1
PAM	Inh_L4-6_PVALB_SULF1
SETBP1	Inh_L4-6_PVALB_SULF1
CACNB4	Inh_L4-6_PVALB_SULF1
SRRM4	Inh_L4-6_PVALB_SULF1
LUZP2	Inh_L4-6_PVALB_SULF1
FAM78B	Inh_L4-6_PVALB_SULF1
OSBPL10	Inh_L4-6_PVALB_SULF1
SCN1A	Inh_L4-6_PVALB_SULF1
SGCZ	Inh_L4-6_PVALB_SULF1
PLXNA4	Inh_L4-6_PVALB_SULF1
SH3RF3	Inh_L4-6_PVALB_SULF1
FGF13	Inh_L4-6_PVALB_SULF1
ELAVL2	Inh_L4-6_PVALB_SULF1
LRRFIP1	Inh_L4-6_PVALB_SULF1
NDST3	Inh_L4-6_PVALB_SULF1
FMN1	Inh_L4-6_PVALB_SULF1
FAM189A1	Inh_L4-6_PVALB_SULF1
KCNT1	Inh_L4-6_PVALB_SULF1
RASGRF2	Inh_L4-6_PVALB_SULF1
DSCAML1	Inh_L4-6_PVALB_SULF1
KCNC1	Inh_L4-6_PVALB_SULF1
ETV6	Inh_L4-6_PVALB_SULF1
GPC6	Inh_L4-6_PVALB_SULF1
PLD5	Inh_L4-6_PVALB_SULF1
CACNG2	Inh_L4-6_PVALB_SULF1
FAM135B	Inh_L4-6_PVALB_SULF1
FAR2	Inh_L4-6_PVALB_SULF1
KIAA1211	Inh_L4-6_PVALB_SULF1
TIAM1	Inh_L4-6_PVALB_SULF1
MTSS1	Inh_L4-6_PVALB_SULF1
TSHZ3	Inh_L4-6_PVALB_SULF1
SUPT3H	Inh_L4-6_PVALB_SULF1
SLC8A3	Inh_L4-6_PVALB_SULF1
SLC4A7	Inh_L4-6_PVALB_SULF1
GALNT7	Inh_L4-6_PVALB_SULF1
FHOD3	Inh_L4-6_PVALB_SULF1
SLC44A5	Inh_L4-6_PVALB_SULF1
SRRM3	Inh_L4-6_PVALB_SULF1
HCN1	Inh_L4-6_PVALB_SULF1
CORO6	Inh_L4-6_PVALB_SULF1
SCAMP5	Inh_L4-6_PVALB_SULF1
ANKS1A	Inh_L4-6_PVALB_SULF1
SRGAP2C	Inh_L4-6_PVALB_SULF1
SLC6A1	Inh_L4-6_PVALB_SULF1
MYRIP	Inh_L4-6_PVALB_SULF1
INPP4B	Inh_L4-6_PVALB_SULF1
RAB3C	Inh_L4-6_PVALB_SULF1
LPP	Inh_L4-6_PVALB_SULF1
PKNOX2	Inh_L4-6_PVALB_SULF1
CLIP4	Inh_L4-6_PVALB_SULF1
SIPA1L3	Inh_L4-6_PVALB_SULF1
ABAT	Inh_L4-6_PVALB_SULF1
TCF12	Inh_L4-6_PVALB_SULF1
NAV1	Inh_L4-6_PVALB_SULF1
CLEC16A	Inh_L4-6_PVALB_SULF1
STXBP6	Inh_L4-6_PVALB_SULF1
GNAL	Inh_L4-6_PVALB_SULF1
NCALD	Inh_L4-6_PVALB_SULF1
MROH1	Inh_L4-6_PVALB_SULF1
NCOA2	Inh_L4-6_PVALB_SULF1
ADCY1	Inh_L4-6_PVALB_SULF1
SERPINI1	Inh_L4-6_PVALB_SULF1
RASA1	Inh_L4-6_PVALB_SULF1
DLGAP4	Inh_L4-6_PVALB_SULF1
SH3PXD2A	Inh_L4-6_PVALB_SULF1
MCTP1	Inh_L4-6_PVALB_SULF1
SGK1	Inh_L4-6_PVALB_SULF1
SRGAP2	Inh_L4-6_PVALB_SULF1
CDH13	Inh_L4-6_PVALB_SULF1
BACH2	Inh_L4-6_PVALB_SULF1
MMP16	Inh_L4-6_PVALB_SULF1
SH3KBP1	Inh_L4-6_PVALB_SULF1
SHTN1	Inh_L4-6_PVALB_SULF1
EFR3B	Inh_L4-6_PVALB_SULF1
NRG2	Inh_L4-6_PVALB_SULF1
PKD2	Inh_L4-6_PVALB_SULF1
FAM19A5	Inh_L4-6_PVALB_SULF1
TAOK3	Inh_L4-6_PVALB_SULF1
MAN1A2	Inh_L4-6_PVALB_SULF1
OSBPL6	Inh_L4-6_PVALB_SULF1
KLHL29	Inh_L4-6_PVALB_SULF1
OSBP2	Inh_L4-6_PVALB_SULF1
TRERF1	Inh_L4-6_PVALB_SULF1
AAK1	Inh_L4-6_PVALB_SULF1
DAPK1	Inh_L4-6_PVALB_SULF1
SYT14	Inh_L4-6_PVALB_SULF1
FAM49B	Inh_L4-6_PVALB_SULF1
NMNAT2	Inh_L4-6_PVALB_SULF1
HOOK2	Inh_L4-6_PVALB_SULF1
SPAG16	Inh_L4-6_PVALB_SULF1
GRM8	Inh_L4-6_PVALB_SULF1
ME3	Inh_L4-6_PVALB_SULF1
ST8SIA5	Inh_L4-6_PVALB_SULF1
EPB41L1	Inh_L4-6_PVALB_SULF1
ATP1B1	Inh_L4-6_PVALB_SULF1
GABRB2	Inh_L4-6_PVALB_SULF1
DAAM1	Inh_L4-6_PVALB_SULF1
ZEB2	Inh_L4-6_PVALB_SULF1
CACNA1D	Inh_L4-6_PVALB_SULF1
ESRRG	Inh_L4-6_PVALB_SULF1
RAPGEF4	Inh_L4-6_PVALB_SULF1
PTPRS	Inh_L4-6_PVALB_SULF1
CUX1	Inh_L4-6_PVALB_SULF1
DOK6	Inh_L4-6_PVALB_SULF1
CDH9	Inh_L4-6_PVALB_SULF1
PPM1E	Inh_L4-6_PVALB_SULF1
OSBPL8	Inh_L4-6_PVALB_SULF1
EPB41L3	Inh_L4-6_PVALB_SULF1
PCDH15	Inh_L4-6_PVALB_SULF1
FCHSD2	Inh_L4-6_PVALB_SULF1
ADRBK2	Inh_L4-6_PVALB_SULF1
FARP1	Inh_L4-6_PVALB_SULF1
CUX2	Inh_L4-6_PVALB_SULF1
SLC4A8	Inh_L4-6_PVALB_SULF1
COG5	Inh_L4-6_PVALB_SULF1
CSRNP3	Inh_L4-6_PVALB_SULF1
SYP	Inh_L4-6_PVALB_SULF1
PHF20L1	Inh_L4-6_PVALB_SULF1
C17orf63	Inh_L4-6_PVALB_SULF1
RP11-701H24.9	Inh_L4-6_PVALB_SULF1
NSF	Inh_L4-6_PVALB_SULF1
INSR	Inh_L4-6_PVALB_SULF1
PAWR	Inh_L5-6_SST_KLHDC8A
GRIK1	Inh_L5-6_SST_KLHDC8A
KIF26B	Inh_L5-6_SST_KLHDC8A
GRIK3	Inh_L5-6_SST_KLHDC8A
KIAA1217	Inh_L5-6_SST_KLHDC8A
SPOCK3	Inh_L5-6_SST_KLHDC8A
SYNPR	Inh_L5-6_SST_KLHDC8A
SHISA6	Inh_L5-6_SST_KLHDC8A
PLCH1	Inh_L5-6_SST_KLHDC8A
NXPH1	Inh_L5-6_SST_KLHDC8A
LHFPL3	Inh_L5-6_SST_KLHDC8A
RELN	Inh_L5-6_SST_KLHDC8A
TENM3	Inh_L5-6_SST_KLHDC8A
PCDH11X	Inh_L5-6_SST_KLHDC8A
GRIN3A	Inh_L5-6_SST_KLHDC8A
SOX6	Inh_L5-6_SST_KLHDC8A
WLS	Inh_L5-6_SST_KLHDC8A
SNRPN	Inh_L5-6_SST_KLHDC8A
KCNIP1	Inh_L5-6_SST_KLHDC8A
TIAM1	Inh_L5-6_SST_KLHDC8A
GAD1	Inh_L5-6_SST_KLHDC8A
STXBP6	Inh_L5-6_SST_KLHDC8A
TENM1	Inh_L5-6_SST_KLHDC8A
CDH13	Inh_L5-6_SST_KLHDC8A
PCDH15	Inh_L5-6_SST_KLHDC8A
RUNX1T1	Inh_L5-6_SST_KLHDC8A
NETO1	Inh_L5-6_SST_KLHDC8A
GRIP2	Inh_L5-6_SST_KLHDC8A
GALNT14	Inh_L5-6_SST_KLHDC8A
TRHDE	Inh_L5-6_SST_KLHDC8A
GPC6	Inh_L5-6_SST_KLHDC8A
ADCY8	Inh_L5-6_SST_KLHDC8A
FRMD3	Inh_L5-6_SST_KLHDC8A
RAB3C	Inh_L5-6_SST_KLHDC8A
CDH9	Inh_L5-6_SST_KLHDC8A
TSHZ3	Inh_L5-6_SST_KLHDC8A
BCL11A	Inh_L5-6_SST_KLHDC8A
PTPRM	Inh_L5-6_SST_KLHDC8A
NETO2	Inh_L5-6_SST_KLHDC8A
SLC24A3	Inh_L5-6_SST_KLHDC8A
RASGRF2	Inh_L5-6_SST_KLHDC8A
MPPED1	Inh_L5-6_SST_KLHDC8A
L3MBTL4	Inh_L5-6_SST_KLHDC8A
PAM	Inh_L5-6_SST_KLHDC8A
CDH8	Inh_L5-6_SST_KLHDC8A
DSCAML1	Inh_L5-6_SST_KLHDC8A
DAPK1	Inh_L5-6_SST_KLHDC8A
PCDH11Y	Inh_L5-6_SST_KLHDC8A
TMTC1	Inh_L5-6_SST_KLHDC8A
RIPOR2	Inh_L5-6_SST_KLHDC8A
ELAVL2	Inh_L5-6_SST_KLHDC8A
FAM110B	Inh_L5-6_SST_KLHDC8A
KIAA1211	Inh_L5-6_SST_KLHDC8A
RANBP17	Inh_L5-6_SST_KLHDC8A
AAK1	Inh_L5-6_SST_KLHDC8A
RPH3A	Inh_L5-6_SST_KLHDC8A
KLHL5	Inh_L5-6_SST_KLHDC8A
CORO2B	Inh_L5-6_SST_KLHDC8A
TMEFF2	Inh_L5-6_SST_KLHDC8A
SH3PXD2A	Inh_L5-6_SST_KLHDC8A
ANKRD44	Inh_L5-6_SST_KLHDC8A
MYRIP	Inh_L5-6_SST_KLHDC8A
SLC24A2	Inh_L5-6_SST_KLHDC8A
SLC44A5	Inh_L5-6_SST_KLHDC8A
CYTH3	Inh_L5-6_SST_KLHDC8A
FRAS1	Inh_L5-6_SST_KLHDC8A
KCNC2	Inh_L5-6_SST_KLHDC8A
PACRG	Inh_L5-6_SST_KLHDC8A
GPI	Inh_L5-6_SST_KLHDC8A
TMTC2	Inh_L5-6_SST_KLHDC8A
FAM49B	Inh_L5-6_SST_KLHDC8A
SRGAP2	Inh_L5-6_SST_KLHDC8A
ST5	Inh_L5-6_SST_KLHDC8A
SCAMP5	Inh_L5-6_SST_KLHDC8A
OSBPL8	Inh_L5-6_SST_KLHDC8A
CACNB4	Inh_L5-6_SST_KLHDC8A
ZNF385D	Inh_L5-6_SST_KLHDC8A
PTCHD4	Inh_L5-6_SST_KLHDC8A
FAM135B	Inh_L5-6_SST_KLHDC8A
CACNG3	Inh_L5-6_SST_KLHDC8A
KCNT1	Inh_L5-6_SST_KLHDC8A
RP11-701H24.9	Inh_L5-6_SST_KLHDC8A
EVA1C	Inh_L5-6_SST_KLHDC8A
RAPGEF4	Inh_L5-6_SST_KLHDC8A
ABCA5	Inh_L5-6_SST_KLHDC8A
PAK7	Inh_L5-6_SST_KLHDC8A
BICD1	Inh_L5-6_SST_KLHDC8A
AGPAT4	Inh_L5-6_SST_KLHDC8A
GARNL3	Inh_L5-6_SST_KLHDC8A
JAZF1	Inh_L5-6_SST_KLHDC8A
NELL1	Inh_L5-6_SST_KLHDC8A
ANKRD36B	Inh_L5-6_SST_KLHDC8A
COL19A1	Inh_L5-6_SST_KLHDC8A
GRM1	Inh_L5-6_SST_KLHDC8A
PTPRO	Inh_L5-6_SST_KLHDC8A
SGSM1	Inh_L5-6_SST_KLHDC8A
ITGA9	Inh_L5-6_SST_KLHDC8A
C11orf58	Inh_L5-6_SST_KLHDC8A
ABAT	Inh_L5-6_SST_KLHDC8A
EPB41L2	Inh_L5-6_SST_KLHDC8A
CACNG2	Inh_L5-6_SST_KLHDC8A
NCOA2	Inh_L5-6_SST_KLHDC8A
GPR137C	Inh_L5-6_SST_KLHDC8A
FAM189A1	Inh_L5-6_SST_KLHDC8A
SPATS2L	Inh_L5-6_SST_KLHDC8A
KCNB2	Inh_L5-6_SST_KLHDC8A
