Gene	cluster
NR3C1	Inh_L2-4_VIP_CBLN1
RNF180	Inh_L2-4_VIP_CBLN1
PDE10A	Inh_L2-4_VIP_CBLN1
IMMP2L	Inh_L2-4_VIP_CBLN1
RP11-701H24.9	Inh_L2-4_VIP_CBLN1
TOP2B	Inh_L2-4_VIP_CBLN1
RALGPS1	Inh_L2-4_VIP_CBLN1
SYT14	Inh_L2-4_VIP_CBLN1
ARHGAP44	Inh_L2-4_VIP_CBLN1
NRG2	Inh_L2-4_VIP_CBLN1
SHTN1	Inh_L2-4_VIP_CBLN1
ATP1B1	Inh_L2-4_VIP_CBLN1
MYRIP	Inh_L2-4_VIP_CBLN1
RFX7	Inh_L2-4_VIP_CBLN1
MMP24	Inh_L2-4_VIP_CBLN1
PRICKLE2	Inh_L2-4_VIP_CBLN1
PPP1R13B	Inh_L2-4_VIP_CBLN1
CACNG2	Inh_L2-4_VIP_CBLN1
ADRBK2	Inh_L2-4_VIP_CBLN1
SLC8A3	Inh_L2-4_VIP_CBLN1
PAM	Inh_L2-4_VIP_CBLN1
SPAG16	Inh_L2-4_VIP_CBLN1
TFDP2	Inh_L2-4_VIP_CBLN1
VPS13B	Inh_L2-4_VIP_CBLN1
GATS	Inh_L2-4_VIP_CBLN1
CNTN3	Inh_L2-4_VIP_CBLN1
PAK3	Inh_L2-4_VIP_CBLN1
SIPA1L3	Inh_L2-4_VIP_CBLN1
NR6A1	Inh_L2-4_VIP_CBLN1
BICD1	Inh_L2-4_VIP_CBLN1
STOX2	Inh_L2-4_VIP_CBLN1
NEK10	Inh_L2-4_VIP_CBLN1
ZBTB16	Inh_L2-4_VIP_CBLN1
TPST1	Inh_L2-4_VIP_CBLN1
JAK1	Inh_L2-4_VIP_CBLN1
ARHGEF3	Inh_L2-4_VIP_CBLN1
PIAS2	Inh_L2-4_VIP_CBLN1
DLGAP4	Inh_L2-4_VIP_CBLN1
CNNM2	Inh_L2-4_VIP_CBLN1
SLC25A12	Inh_L2-4_VIP_CBLN1
AK5	Inh_L2-4_VIP_CBLN1
MICU1	Inh_L2-4_VIP_CBLN1
EXT1	Inh_L2-4_VIP_CBLN1
CCDC91	Inh_L2-4_VIP_CBLN1
PRKCA	Inh_L2-4_VIP_CBLN1
REV3L	Inh_L2-4_VIP_CBLN1
EML6	Inh_L2-4_VIP_CBLN1
FCHSD2	Inh_L2-4_VIP_CBLN1
TRPC1	Inh_L2-4_VIP_CBLN1
GSK3B	Inh_L2-4_VIP_CBLN1
SCMH1	Inh_L2-4_VIP_CBLN1
PTPN4	Inh_L2-4_VIP_CBLN1
SLIT2	Inh_L2-4_VIP_CBLN1
CTIF	Inh_L2-4_VIP_CBLN1
SUPT3H	Inh_L2-4_VIP_CBLN1
DOPEY1	Inh_L2-4_VIP_CBLN1
LCORL	Inh_L2-4_VIP_CBLN1
SPECC1	Inh_L2-4_VIP_CBLN1
TNKS	Inh_L2-4_VIP_CBLN1
GABRB2	Inh_L2-4_VIP_CBLN1
REPS2	Inh_L2-4_VIP_CBLN1
KCNB1	Inh_L2-4_VIP_CBLN1
ZCCHC7	Inh_L2-4_VIP_CBLN1
ZEB2	Inh_L2-4_VIP_CBLN1
ATRX	Inh_L2-4_VIP_CBLN1
ZBTB20	Inh_L2-4_VIP_CBLN1
GPR158	Inh_L2-4_VIP_CBLN1
HS3ST4	Exc_L5-6_FEZF2_ABO
KIAA1217	Exc_L5-6_FEZF2_ABO
ADAMTSL1	Exc_L5-6_FEZF2_ABO
CLSTN2	Exc_L5-6_FEZF2_ABO
DLC1	Exc_L5-6_FEZF2_ABO
ZFHX3	Exc_L5-6_FEZF2_ABO
TLE4	Exc_L5-6_FEZF2_ABO
RAP1GAP	Exc_L5-6_FEZF2_ABO
MCTP1	Exc_L5-6_FEZF2_ABO
RYR3	Exc_L5-6_FEZF2_ABO
ADCY1	Exc_L5-6_FEZF2_ABO
RAP1GAP2	Exc_L5-6_FEZF2_ABO
SLIT3	Exc_L5-6_FEZF2_ABO
PRKAG2	Exc_L5-6_FEZF2_ABO
DGKG	Exc_L5-6_FEZF2_ABO
NOS1AP	Exc_L5-6_FEZF2_ABO
CES4A	Exc_L5-6_FEZF2_ABO
PDZRN4	Exc_L5-6_FEZF2_ABO
GAS7	Exc_L5-6_FEZF2_ABO
FOXP2	Exc_L5-6_FEZF2_ABO
POU6F2	Exc_L5-6_FEZF2_ABO
CSMD2	Exc_L5-6_FEZF2_ABO
ZFPM2	Exc_L5-6_FEZF2_ABO
SLIT1	Exc_L5-6_FEZF2_ABO
DSCAML1	Exc_L5-6_FEZF2_ABO
SV2B	Exc_L5-6_FEZF2_ABO
STX1A	Exc_L5-6_FEZF2_ABO
CABP1	Exc_L5-6_FEZF2_ABO
SLC35F1	Exc_L5-6_FEZF2_ABO
TRPM3	Exc_L5-6_FEZF2_ABO
PLXDC2	Exc_L5-6_FEZF2_ABO
KHDRBS3	Exc_L5-6_FEZF2_ABO
CALN1	Exc_L5-6_FEZF2_ABO
SORCS3	Exc_L5-6_FEZF2_ABO
KIAA0930	Exc_L5-6_FEZF2_ABO
AK5	Exc_L5-6_FEZF2_ABO
ARHGAP44	Exc_L5-6_FEZF2_ABO
GRIK4	Exc_L5-6_FEZF2_ABO
TMEFF2	Exc_L5-6_FEZF2_ABO
NIN	Exc_L5-6_FEZF2_ABO
ACAP3	Exc_L5-6_FEZF2_ABO
ANKRD36B	Exc_L5-6_FEZF2_ABO
GOLGA8B	Exc_L5-6_FEZF2_ABO
SSBP3	Exc_L5-6_FEZF2_ABO
ZFYVE28	Exc_L5-6_FEZF2_ABO
CACNA1E	Exc_L5-6_FEZF2_ABO
EPHA5	Exc_L5-6_FEZF2_ABO
PPP2R2C	Exc_L5-6_FEZF2_ABO
GRIN1	Exc_L5-6_FEZF2_ABO
KIAA1211L	Exc_L5-6_FEZF2_ABO
CADPS2	Exc_L5-6_FEZF2_ABO
BASP1	Exc_L5-6_FEZF2_ABO
SLC24A2	Exc_L5-6_FEZF2_ABO
CHD5	Exc_L5-6_FEZF2_ABO
PKD1	Exc_L5-6_FEZF2_ABO
RNF130	Exc_L5-6_FEZF2_ABO
SEZ6L	Exc_L5-6_FEZF2_ABO
SLC22A10	Exc_L5-6_FEZF2_ABO
FAM153C	Exc_L5-6_FEZF2_ABO
BMPER	Exc_L5-6_FEZF2_ABO
SLC1A2	Astro_L1-6_FGFR3_SLC14A1
SLC1A3	Astro_L1-6_FGFR3_SLC14A1
ADGRV1	Astro_L1-6_FGFR3_SLC14A1
GPC5	Astro_L1-6_FGFR3_SLC14A1
PITPNC1	Astro_L1-6_FGFR3_SLC14A1
CDH20	Astro_L1-6_FGFR3_SLC14A1
HPSE2	Astro_L1-6_FGFR3_SLC14A1
CABLES1	Astro_L1-6_FGFR3_SLC14A1
NKAIN3	Astro_L1-6_FGFR3_SLC14A1
HIF3A	Astro_L1-6_FGFR3_SLC14A1
RANBP3L	Astro_L1-6_FGFR3_SLC14A1
PAMR1	Astro_L1-6_FGFR3_SLC14A1
SLC4A4	Astro_L1-6_FGFR3_SLC14A1
SLC14A1	Astro_L1-6_FGFR3_SLC14A1
MSI2	Astro_L1-6_FGFR3_SLC14A1
ATP1A2	Astro_L1-6_FGFR3_SLC14A1
PREX2	Astro_L1-6_FGFR3_SLC14A1
TPD52L1	Astro_L1-6_FGFR3_SLC14A1
SLC25A18	Astro_L1-6_FGFR3_SLC14A1
NHSL1	Astro_L1-6_FGFR3_SLC14A1
GNA14	Astro_L1-6_FGFR3_SLC14A1
TRPM3	Astro_L1-6_FGFR3_SLC14A1
ZNRF3	Astro_L1-6_FGFR3_SLC14A1
PARD3B	Astro_L1-6_FGFR3_SLC14A1
FBXL7	Astro_L1-6_FGFR3_SLC14A1
ETNPPL	Astro_L1-6_FGFR3_SLC14A1
LIFR	Astro_L1-6_FGFR3_SLC14A1
ACSS1	Astro_L1-6_FGFR3_SLC14A1
GLIS3	Astro_L1-6_FGFR3_SLC14A1
ZBTB20	Astro_L1-6_FGFR3_SLC14A1
ACACB	Astro_L1-6_FGFR3_SLC14A1
GRAMD3	Astro_L1-6_FGFR3_SLC14A1
COL5A3	Astro_L1-6_FGFR3_SLC14A1
ACSBG1	Astro_L1-6_FGFR3_SLC14A1
RYR3	Astro_L1-6_FGFR3_SLC14A1
RFX4	Astro_L1-6_FGFR3_SLC14A1
RP11-281A20.3	Astro_L1-6_FGFR3_SLC14A1
STON2	Astro_L1-6_FGFR3_SLC14A1
ITPR2	Astro_L1-6_FGFR3_SLC14A1
PARD3	Astro_L1-6_FGFR3_SLC14A1
BMPR1B	Astro_L1-6_FGFR3_SLC14A1
SHROOM3	Astro_L1-6_FGFR3_SLC14A1
ATP13A4	Astro_L1-6_FGFR3_SLC14A1
NFIA	Astro_L1-6_FGFR3_SLC14A1
NPL	Astro_L1-6_FGFR3_SLC14A1
GLI3	Astro_L1-6_FGFR3_SLC14A1
MMD2	Astro_L1-6_FGFR3_SLC14A1
ITPKB	Astro_L1-6_FGFR3_SLC14A1
PAPLN	Astro_L1-6_FGFR3_SLC14A1
PRODH	Astro_L1-6_FGFR3_SLC14A1
SLCO1C1	Astro_L1-6_FGFR3_SLC14A1
SPARCL1	Astro_L1-6_FGFR3_SLC14A1
GRAMD1C	Astro_L1-6_FGFR3_SLC14A1
ARHGAP31	Astro_L1-6_FGFR3_SLC14A1
ARHGAP24	Astro_L1-6_FGFR3_SLC14A1
AHCYL2	Astro_L1-6_FGFR3_SLC14A1
FOXO1	Astro_L1-6_FGFR3_SLC14A1
NDRG2	Astro_L1-6_FGFR3_SLC14A1
TCF7L2	Astro_L1-6_FGFR3_SLC14A1
MAML2	Astro_L1-6_FGFR3_SLC14A1
LRRC16A	Astro_L1-6_FGFR3_SLC14A1
ZSWIM6	Astro_L1-6_FGFR3_SLC14A1
OPHN1	Astro_L1-6_FGFR3_SLC14A1
TRPS1	Astro_L1-6_FGFR3_SLC14A1
DOCK1	Astro_L1-6_FGFR3_SLC14A1
SASH1	Astro_L1-6_FGFR3_SLC14A1
SLC39A11	Astro_L1-6_FGFR3_SLC14A1
C1orf61	Astro_L1-6_FGFR3_SLC14A1
TPCN1	Astro_L1-6_FGFR3_SLC14A1
QKI	Astro_L1-6_FGFR3_SLC14A1
PRKCA	Astro_L1-6_FGFR3_SLC14A1
KANK1	Astro_L1-6_FGFR3_SLC14A1
SFXN5	Astro_L1-6_FGFR3_SLC14A1
ACOT11	Astro_L1-6_FGFR3_SLC14A1
GPR75-ASB3	Astro_L1-6_FGFR3_SLC14A1
GLUD1	Astro_L1-6_FGFR3_SLC14A1
PTPRZ1	Astro_L1-6_FGFR3_SLC14A1
CHPT1	Astro_L1-6_FGFR3_SLC14A1
FNBP1	Astro_L1-6_FGFR3_SLC14A1
CSGALNACT1	Astro_L1-6_FGFR3_SLC14A1
MEIS2	Astro_L1-6_FGFR3_SLC14A1
LPP	Astro_L1-6_FGFR3_SLC14A1
FGD4	Astro_L1-6_FGFR3_SLC14A1
NCKAP5	Astro_L1-6_FGFR3_SLC14A1
BCL2	Astro_L1-6_FGFR3_SLC14A1
ANKDD1A	Astro_L1-6_FGFR3_SLC14A1
PIK3C2A	Astro_L1-6_FGFR3_SLC14A1
ZHX2	Astro_L1-6_FGFR3_SLC14A1
KCNN3	Astro_L1-6_FGFR3_SLC14A1
ZHX3	Astro_L1-6_FGFR3_SLC14A1
ARHGEF4	Astro_L1-6_FGFR3_SLC14A1
FYN	Astro_L1-6_FGFR3_SLC14A1
FHIT	Astro_L1-6_FGFR3_SLC14A1
ASPH	Astro_L1-6_FGFR3_SLC14A1
AHCYL1	Astro_L1-6_FGFR3_SLC14A1
ABLIM1	Astro_L1-6_FGFR3_SLC14A1
BMP2K	Astro_L1-6_FGFR3_SLC14A1
CRB1	Astro_L1-6_FGFR3_SLC14A1
DGKG	Astro_L1-6_FGFR3_SLC14A1
LGI1	Astro_L1-6_FGFR3_SLC14A1
MAP3K5	Astro_L1-6_FGFR3_SLC14A1
PDE7B	Astro_L1-6_FGFR3_SLC14A1
PHLPP1	Astro_L1-6_FGFR3_SLC14A1
DNAH7	Astro_L1-6_FGFR3_SLC14A1
DLC1	Astro_L1-6_FGFR3_SLC14A1
MAPK4	Astro_L1-6_FGFR3_SLC14A1
APC	Astro_L1-6_FGFR3_SLC14A1
CPE	Astro_L1-6_FGFR3_SLC14A1
ADD3	Astro_L1-6_FGFR3_SLC14A1
GAREM1	Astro_L1-6_FGFR3_SLC14A1
CAMK2G	Astro_L1-6_FGFR3_SLC14A1
DDAH1	Astro_L1-6_FGFR3_SLC14A1
JARID2	Astro_L1-6_FGFR3_SLC14A1
REPS1	Astro_L1-6_FGFR3_SLC14A1
BAZ2B	Astro_L1-6_FGFR3_SLC14A1
ZFHX3	Astro_L1-6_FGFR3_SLC14A1
SOX6	Astro_L1-6_FGFR3_SLC14A1
LHFP	Astro_L1-6_FGFR3_SLC14A1
PSD3	Astro_L1-6_FGFR3_SLC14A1
SGK3	Astro_L1-6_FGFR3_SLC14A1
MAST4	Astro_L1-6_FGFR3_SLC14A1
FAM184A	Astro_L1-6_FGFR3_SLC14A1
STARD13	Astro_L1-6_FGFR3_SLC14A1
ARHGAP5	Astro_L1-6_FGFR3_SLC14A1
FUT9	Astro_L1-6_FGFR3_SLC14A1
SFMBT2	Astro_L1-6_FGFR3_SLC14A1
GRM3	Astro_L1-6_FGFR3_SLC14A1
EPHB1	Astro_L1-6_FGFR3_SLC14A1
MYO6	Astro_L1-6_FGFR3_SLC14A1
NAALADL2	Astro_L1-6_FGFR3_SLC14A1
ESRRG	Astro_L1-6_FGFR3_SLC14A1
DOCK7	Astro_L1-6_FGFR3_SLC14A1
CHKA	Astro_L1-6_FGFR3_SLC14A1
CTDSPL	Astro_L1-6_FGFR3_SLC14A1
ERBIN	Astro_L1-6_FGFR3_SLC14A1
TMEM241	Astro_L1-6_FGFR3_SLC14A1
DCLK2	Astro_L1-6_FGFR3_SLC14A1
NFIB	Astro_L1-6_FGFR3_SLC14A1
C1orf21	Astro_L1-6_FGFR3_SLC14A1
RORB	Astro_L1-6_FGFR3_SLC14A1
SPTBN1	Astro_L1-6_FGFR3_SLC14A1
NFAT5	Astro_L1-6_FGFR3_SLC14A1
ITSN1	Astro_L1-6_FGFR3_SLC14A1
NEO1	Astro_L1-6_FGFR3_SLC14A1
MAP4	Astro_L1-6_FGFR3_SLC14A1
DDX17	Astro_L1-6_FGFR3_SLC14A1
ARAP2	Astro_L1-6_FGFR3_SLC14A1
FARP1	Astro_L1-6_FGFR3_SLC14A1
TOM1L2	Astro_L1-6_FGFR3_SLC14A1
TMTC2	Astro_L1-6_FGFR3_SLC14A1
RFX3	Astro_L1-6_FGFR3_SLC14A1
CLEC16A	Astro_L1-6_FGFR3_SLC14A1
MED12L	Astro_L1-6_FGFR3_SLC14A1
FOXN3	Astro_L1-6_FGFR3_SLC14A1
TTC28	Astro_L1-6_FGFR3_SLC14A1
STXBP5	Astro_L1-6_FGFR3_SLC14A1
SCD5	Astro_L1-6_FGFR3_SLC14A1
MAP4K4	Astro_L1-6_FGFR3_SLC14A1
DENND1A	Astro_L1-6_FGFR3_SLC14A1
ARHGEF12	Astro_L1-6_FGFR3_SLC14A1
ACYP2	Astro_L1-6_FGFR3_SLC14A1
POU2F1	Astro_L1-6_FGFR3_SLC14A1
SEPT7	Astro_L1-6_FGFR3_SLC14A1
RABGAP1	Astro_L1-6_FGFR3_SLC14A1
KMT2C	Astro_L1-6_FGFR3_SLC14A1
DPYSL2	Astro_L1-6_FGFR3_SLC14A1
C14orf37	Astro_L1-6_FGFR3_SLC14A1
FAT3	Astro_L1-6_FGFR3_SLC14A1
CPEB4	Astro_L1-6_FGFR3_SLC14A1
PPP1R9A	Astro_L1-6_FGFR3_SLC14A1
PHACTR3	Astro_L1-6_FGFR3_SLC14A1
POGZ	Astro_L1-6_FGFR3_SLC14A1
CLASP1	Astro_L1-6_FGFR3_SLC14A1
OSBPL6	Astro_L1-6_FGFR3_SLC14A1
SMARCA2	Astro_L1-6_FGFR3_SLC14A1
ATXN2	Astro_L1-6_FGFR3_SLC14A1
ASAP1	Astro_L1-6_FGFR3_SLC14A1
C11orf49	Astro_L1-6_FGFR3_SLC14A1
GARNL3	Astro_L1-6_FGFR3_SLC14A1
PTPRK	Exc_L5-6_THEMIS_C1QL3
CLSTN2	Exc_L5-6_THEMIS_C1QL3
SLC35F3	Exc_L5-6_THEMIS_C1QL3
SORCS1	Exc_L5-6_THEMIS_C1QL3
MCTP1	Exc_L5-6_THEMIS_C1QL3
CBLN2	Exc_L5-6_THEMIS_C1QL3
CABP1	Exc_L5-6_THEMIS_C1QL3
SLIT3	Exc_L5-6_THEMIS_C1QL3
NECAB1	Exc_L5-6_THEMIS_C1QL3
RAP1GAP	Exc_L5-6_THEMIS_C1QL3
PDZRN4	Exc_L5-6_THEMIS_C1QL3
PCSK2	Exc_L5-6_THEMIS_C1QL3
SV2B	Exc_L5-6_THEMIS_C1QL3
AK5	Exc_L5-6_THEMIS_C1QL3
PLXDC2	Exc_L5-6_THEMIS_C1QL3
CADPS2	Exc_L5-6_THEMIS_C1QL3
POU6F2	Exc_L5-6_THEMIS_C1QL3
KIAA1211L	Exc_L5-6_THEMIS_C1QL3
SNED1	Exc_L5-6_THEMIS_C1QL3
KIAA0930	Exc_L5-6_THEMIS_C1QL3
ZNF385B	Exc_L5-6_THEMIS_C1QL3
CA10	Exc_L5-6_THEMIS_C1QL3
TIMP3	Exc_L5-6_THEMIS_C1QL3
CACNA1E	Exc_L5-6_THEMIS_C1QL3
MYO1D	Exc_L5-6_THEMIS_C1QL3
CPNE4	Exc_L5-6_THEMIS_C1QL3
SATB2	Exc_L5-6_THEMIS_C1QL3
MMP16	Exc_L5-6_THEMIS_C1QL3
FAM153C	Exc_L5-6_THEMIS_C1QL3
NIN	Exc_L5-6_THEMIS_C1QL3
SH3GL2	Exc_L5-6_THEMIS_C1QL3
MICAL2	Exc_L5-6_THEMIS_C1QL3
RAP1GAP2	Exc_L5-6_THEMIS_C1QL3
CHD5	Exc_L5-6_THEMIS_C1QL3
ZNF804B	Exc_L5-6_THEMIS_C1QL3
SLIT1	Exc_L5-6_THEMIS_C1QL3
PLXNA4	Exc_L5-6_THEMIS_C1QL3
EFNA5	Exc_L5-6_THEMIS_C1QL3
KHDRBS3	Exc_L5-6_THEMIS_C1QL3
GRM1	Exc_L5-6_THEMIS_C1QL3
NELL1	Exc_L5-6_THEMIS_C1QL3
CAMK2A	Exc_L5-6_THEMIS_C1QL3
MAP1B	Exc_L5-6_THEMIS_C1QL3
FSTL4	Exc_L5-6_THEMIS_C1QL3
PDXDC1	Exc_L5-6_THEMIS_C1QL3
ADCY1	Exc_L5-6_THEMIS_C1QL3
ACAP3	Exc_L5-6_THEMIS_C1QL3
SLC39A11	Exc_L5-6_THEMIS_C1QL3
CCDC3	Exc_L5-6_THEMIS_C1QL3
CALN1	Exc_L5-6_THEMIS_C1QL3
DGKG	Exc_L5-6_THEMIS_C1QL3
GRIN1	Exc_L5-6_THEMIS_C1QL3
PRICKLE1	Exc_L5-6_THEMIS_C1QL3
GOLGA8A	Exc_L5-6_THEMIS_C1QL3
FMN1	Exc_L5-6_THEMIS_C1QL3
ADAM23	Exc_L5-6_THEMIS_C1QL3
PRKAG2	Exc_L5-6_THEMIS_C1QL3
LRFN2	Exc_L5-6_THEMIS_C1QL3
SMOC1	OPC_L1-6_PDGFRA_NA
COL9A1	OPC_L1-6_PDGFRA_NA
VCAN	OPC_L1-6_PDGFRA_NA
MEGF11	OPC_L1-6_PDGFRA_NA
PLEKHH2	OPC_L1-6_PDGFRA_NA
DISC1	OPC_L1-6_PDGFRA_NA
LHFPL3	OPC_L1-6_PDGFRA_NA
SEMA5A	OPC_L1-6_PDGFRA_NA
ZCCHC24	OPC_L1-6_PDGFRA_NA
BCAS1	OPC_L1-6_PDGFRA_NA
C10orf90	OPC_L1-6_PDGFRA_NA
TNR	OPC_L1-6_PDGFRA_NA
PCDH15	OPC_L1-6_PDGFRA_NA
SHROOM4	OPC_L1-6_PDGFRA_NA
ATP10B	OPC_L1-6_PDGFRA_NA
XYLT1	OPC_L1-6_PDGFRA_NA
KAT2B	OPC_L1-6_PDGFRA_NA
RIN2	OPC_L1-6_PDGFRA_NA
SULF2	OPC_L1-6_PDGFRA_NA
KCNH8	OPC_L1-6_PDGFRA_NA
PTPRZ1	OPC_L1-6_PDGFRA_NA
EPN2	OPC_L1-6_PDGFRA_NA
CHD7	OPC_L1-6_PDGFRA_NA
LUZP2	OPC_L1-6_PDGFRA_NA
DOCK1	OPC_L1-6_PDGFRA_NA
TNS3	OPC_L1-6_PDGFRA_NA
PLPPR1	OPC_L1-6_PDGFRA_NA
FGFR1	OPC_L1-6_PDGFRA_NA
TMEM132C	OPC_L1-6_PDGFRA_NA
RAB31	OPC_L1-6_PDGFRA_NA
ARHGAP31	OPC_L1-6_PDGFRA_NA
SLC35F1	OPC_L1-6_PDGFRA_NA
TANC1	OPC_L1-6_PDGFRA_NA
SPATA6	OPC_L1-6_PDGFRA_NA
MMD2	OPC_L1-6_PDGFRA_NA
SCD5	OPC_L1-6_PDGFRA_NA
MAML2	OPC_L1-6_PDGFRA_NA
HIP1	OPC_L1-6_PDGFRA_NA
NCKAP5	OPC_L1-6_PDGFRA_NA
RFTN2	OPC_L1-6_PDGFRA_NA
ZNF462	OPC_L1-6_PDGFRA_NA
SOX6	OPC_L1-6_PDGFRA_NA
C10orf11	OPC_L1-6_PDGFRA_NA
CHST11	OPC_L1-6_PDGFRA_NA
HIP1R	OPC_L1-6_PDGFRA_NA
SGK1	OPC_L1-6_PDGFRA_NA
KIF13A	OPC_L1-6_PDGFRA_NA
RPL13	OPC_L1-6_PDGFRA_NA
GALNT10	OPC_L1-6_PDGFRA_NA
SH3D19	OPC_L1-6_PDGFRA_NA
CA10	OPC_L1-6_PDGFRA_NA
NOVA1	OPC_L1-6_PDGFRA_NA
SEZ6L	OPC_L1-6_PDGFRA_NA
TMEM163	OPC_L1-6_PDGFRA_NA
CECR2	OPC_L1-6_PDGFRA_NA
DOCK10	OPC_L1-6_PDGFRA_NA
KANK1	OPC_L1-6_PDGFRA_NA
RHBDL3	OPC_L1-6_PDGFRA_NA
APBB2	OPC_L1-6_PDGFRA_NA
COL11A1	OPC_L1-6_PDGFRA_NA
LDLRAD3	OPC_L1-6_PDGFRA_NA
FRMD4B	OPC_L1-6_PDGFRA_NA
PID1	OPC_L1-6_PDGFRA_NA
OPHN1	OPC_L1-6_PDGFRA_NA
SERINC5	OPC_L1-6_PDGFRA_NA
AMZ1	OPC_L1-6_PDGFRA_NA
NTNG1	OPC_L1-6_PDGFRA_NA
SLC1A1	OPC_L1-6_PDGFRA_NA
ZHX2	OPC_L1-6_PDGFRA_NA
DOCK5	OPC_L1-6_PDGFRA_NA
NXPH1	OPC_L1-6_PDGFRA_NA
ADAMTS17	OPC_L1-6_PDGFRA_NA
PHLDB1	OPC_L1-6_PDGFRA_NA
PELI2	OPC_L1-6_PDGFRA_NA
SGMS1	OPC_L1-6_PDGFRA_NA
WWP2	OPC_L1-6_PDGFRA_NA
BRINP3	OPC_L1-6_PDGFRA_NA
PDZRN4	OPC_L1-6_PDGFRA_NA
LRRN1	OPC_L1-6_PDGFRA_NA
TAOK3	OPC_L1-6_PDGFRA_NA
DGKG	OPC_L1-6_PDGFRA_NA
ZFHX4	OPC_L1-6_PDGFRA_NA
PTN	OPC_L1-6_PDGFRA_NA
CASK	OPC_L1-6_PDGFRA_NA
ZBTB20	OPC_L1-6_PDGFRA_NA
MTSS1	OPC_L1-6_PDGFRA_NA
ITPR2	OPC_L1-6_PDGFRA_NA
DCC	OPC_L1-6_PDGFRA_NA
SLAIN1	OPC_L1-6_PDGFRA_NA
PEAK1	OPC_L1-6_PDGFRA_NA
PHLPP1	OPC_L1-6_PDGFRA_NA
TNK2	OPC_L1-6_PDGFRA_NA
GALNT13	OPC_L1-6_PDGFRA_NA
GAB1	OPC_L1-6_PDGFRA_NA
PTPRJ	OPC_L1-6_PDGFRA_NA
FCHSD2	OPC_L1-6_PDGFRA_NA
FAM110B	OPC_L1-6_PDGFRA_NA
ZNF365	OPC_L1-6_PDGFRA_NA
TCF12	OPC_L1-6_PDGFRA_NA
GLCCI1	OPC_L1-6_PDGFRA_NA
GNG7	OPC_L1-6_PDGFRA_NA
SLC9A9	OPC_L1-6_PDGFRA_NA
EDIL3	OPC_L1-6_PDGFRA_NA
SHC3	OPC_L1-6_PDGFRA_NA
C1orf61	OPC_L1-6_PDGFRA_NA
PTPRE	OPC_L1-6_PDGFRA_NA
MMP16	OPC_L1-6_PDGFRA_NA
COBL	OPC_L1-6_PDGFRA_NA
PIP4K2A	OPC_L1-6_PDGFRA_NA
ST6GAL1	OPC_L1-6_PDGFRA_NA
P2RX7	OPC_L1-6_PDGFRA_NA
CDC14B	OPC_L1-6_PDGFRA_NA
SLC24A3	OPC_L1-6_PDGFRA_NA
NFIA	OPC_L1-6_PDGFRA_NA
REV3L	OPC_L1-6_PDGFRA_NA
ZFPM2	OPC_L1-6_PDGFRA_NA
CTTNBP2	OPC_L1-6_PDGFRA_NA
ALCAM	OPC_L1-6_PDGFRA_NA
ABHD2	OPC_L1-6_PDGFRA_NA
KIF26B	OPC_L1-6_PDGFRA_NA
COLGALT2	OPC_L1-6_PDGFRA_NA
NAV1	OPC_L1-6_PDGFRA_NA
SNX1	OPC_L1-6_PDGFRA_NA
CREB5	OPC_L1-6_PDGFRA_NA
ARHGAP22	OPC_L1-6_PDGFRA_NA
ST18	OPC_L1-6_PDGFRA_NA
GSG1L	OPC_L1-6_PDGFRA_NA
SORCS3	OPC_L1-6_PDGFRA_NA
SRGAP1	OPC_L1-6_PDGFRA_NA
FIGN	OPC_L1-6_PDGFRA_NA
L3MBTL4	OPC_L1-6_PDGFRA_NA
PRKCA	OPC_L1-6_PDGFRA_NA
ELMO1	OPC_L1-6_PDGFRA_NA
NLGN4Y	OPC_L1-6_PDGFRA_NA
PPP1R9A	OPC_L1-6_PDGFRA_NA
ANKRD44	OPC_L1-6_PDGFRA_NA
ITGB8	OPC_L1-6_PDGFRA_NA
ZEB1	OPC_L1-6_PDGFRA_NA
MBP	OPC_L1-6_PDGFRA_NA
DSCAML1	OPC_L1-6_PDGFRA_NA
RNF220	OPC_L1-6_PDGFRA_NA
NLGN4X	OPC_L1-6_PDGFRA_NA
TCF7L2	OPC_L1-6_PDGFRA_NA
GPC6	OPC_L1-6_PDGFRA_NA
CDK19	OPC_L1-6_PDGFRA_NA
SAMD4A	OPC_L1-6_PDGFRA_NA
RAD51B	OPC_L1-6_PDGFRA_NA
NAALADL2	OPC_L1-6_PDGFRA_NA
KCNIP1	OPC_L1-6_PDGFRA_NA
SLC44A1	OPC_L1-6_PDGFRA_NA
RBPJ	OPC_L1-6_PDGFRA_NA
MPPED2	OPC_L1-6_PDGFRA_NA
HIPK2	OPC_L1-6_PDGFRA_NA
ZDHHC14	OPC_L1-6_PDGFRA_NA
SHISA6	OPC_L1-6_PDGFRA_NA
SPRED1	OPC_L1-6_PDGFRA_NA
PICALM	OPC_L1-6_PDGFRA_NA
CSGALNACT1	OPC_L1-6_PDGFRA_NA
CRADD	OPC_L1-6_PDGFRA_NA
PALLD	OPC_L1-6_PDGFRA_NA
ZNF704	OPC_L1-6_PDGFRA_NA
CHL1	OPC_L1-6_PDGFRA_NA
DIP2B	OPC_L1-6_PDGFRA_NA
ANKRD28	OPC_L1-6_PDGFRA_NA
ANO4	OPC_L1-6_PDGFRA_NA
OLFM2	OPC_L1-6_PDGFRA_NA
PHYHIPL	OPC_L1-6_PDGFRA_NA
